10000;-8.597348999999998;41.185008;-8.596961999999996;41.185683;-8.597348999999998;-8.597348999999998;-8.596961999999996;-8.596961999999996
20000;-8.599356;41.18393699999999;-8.597349;41.185008;-8.599356;-8.599356;-8.597349;-8.597349
30000;-8.603072999714252;41.18607900038148;-8.599356;41.18393700000001;-8.603072999714252;-8.603072999714252;-8.599356;-8.599356
40000;-8.605120499999995;41.18439600044147;-8.603072999714248;41.18607900038148;-8.605120499999995;-8.605120499999995;-8.603072999714248;-8.603072999714248
50000;-8.609307000009622;41.18459100000778;-8.605120499999998;41.18439600044147;-8.609307000009622;-8.609307000009622;-8.605120499999998;-8.605120499999998
60000;-8.609445;41.182056;-8.60930700000962;41.18459100000778;-8.609445;-8.609445;-8.60930700000962;-8.60930700000962
70000;-8.609922;41.180958;-8.609445;41.182056;-8.609922;-8.609922;-8.609445;-8.609445
80000;-8.610723000000002;41.18047200000001;-8.609922000000001;41.180958;-8.610723000000002;-8.610723000000002;-8.609922000000001;-8.609922000000001
90000;-8.611488;41.181326999999996;-8.610722999999998;41.180472;-8.611488;-8.611488;-8.610722999999998;-8.610722999999998
100000;-8.611578000000002;41.182038;-8.611488000000001;41.181326999999996;-8.611578000000002;-8.611578000000002;-8.611488000000001;-8.611488000000001
110000;-8.630689499989808;41.1527205000008;-8.630361000000002;41.154912;-8.630689499989808;-8.630689499989808;-8.630361000000002;-8.630361000000002
120000;-8.630689499989806;41.1527205000008;-8.626014;41.15205900000001;-8.630689499989806;-8.630689499989806;-8.626014;-8.626014
130000;-8.626014000000001;41.152059;-8.625807000000002;41.150223;-8.626014000000001;-8.626014000000001;-8.625807000000002;-8.625807000000002
140000;-8.625806999999998;41.150223;-8.624925000000001;41.148414;-8.625806999999998;-8.625806999999998;-8.624925000000001;-8.624925000000001
150000;-8.624924999999994;41.148414;-8.620397999999996;41.147118;-8.624924999999994;-8.624924999999994;-8.620397999999996;-8.620397999999996
160000;-8.620398;41.147118000000006;-8.619903000000004;41.146092;-8.620398;-8.620398;-8.619903000000004;-8.619903000000004
170000;-8.619902999999999;41.146092;-8.617868999999999;41.14635299999999;-8.619902999999999;-8.619902999999999;-8.617868999999999;-8.617868999999999
180000;-8.617869;41.146353;-8.616906000188989;41.14485128584207;-8.617869;-8.617869;-8.616906000188989;-8.616906000188989
