10000;-8.597348999999998;41.185008;-8.596961999999996;41.185683;-8.597348999999998;-8.597348999999998;-8.596961999999996;-8.596961999999996
20000;-8.599356;41.18393699999999;-8.597349;41.185008;-8.599356;-8.599356;-8.597349;-8.597349
30000;-8.603072999714252;41.18607900038148;-8.599356;41.18393700000001;-8.603072999714252;-8.603072999714252;-8.599356;-8.599356
40000;-8.605120499999995;41.18439600044147;-8.603072999714248;41.18607900038148;-8.605120499999995;-8.605120499999995;-8.603072999714248;-8.603072999714248
50000;-8.609307000009622;41.18459100000778;-8.605120499999998;41.18439600044147;-8.609307000009622;-8.609307000009622;-8.605120499999998;-8.605120499999998
60000;-8.609445;41.182056;-8.60930700000962;41.18459100000778;-8.609445;-8.609445;-8.60930700000962;-8.60930700000962
70000;-8.609922;41.180958;-8.609445;41.182056;-8.609922;-8.609922;-8.609445;-8.609445
80000;-8.610723000000002;41.18047200000001;-8.609922000000001;41.180958;-8.610723000000002;-8.610723000000002;-8.609922000000001;-8.609922000000001
90000;-8.611488;41.181326999999996;-8.610722999999998;41.180472;-8.611488;-8.611488;-8.610722999999998;-8.610722999999998
100000;-8.611578000000002;41.182038;-8.611488000000001;41.181326999999996;-8.611578000000002;-8.611578000000002;-8.611488000000001;-8.611488000000001
110000;-8.630675255485876;41.152818142214585;-8.630312036642415;41.15504444671693;-8.630691444400467;-8.630663018383238;-8.630345239250065;-8.630291039979635
120000;-8.63210026369708;41.15270260948153;-8.630815105508995;41.15257619886369;-8.632569807123678;-8.631861431075272;-8.631095870544627;-8.630704761281049
120001;-8.630815105508995;41.15257619886369;-8.626276641771115;41.152129788256225;-8.631095870544627;-8.630704761281049;-8.62708073319617;-8.62600962061919
130000;-8.626599093962644;41.15411316387802;-8.625970218568964;41.15116880873564;-8.626604930426515;-8.626593257503645;-8.626438072419768;-8.625925896422077
130001;-8.625970218568964;41.15116880873564;-8.625769899038017;41.15023092427377;-8.626438072419768;-8.625925896422077;-8.625769899038017;-8.625769899038017
130002;-8.625769899038017;41.15023092427377;-8.625415700518223;41.148572588892804;-8.625769899038017;-8.625769899038017;-8.625640317865251;-8.625390472477934
140000;-8.625848392092712;41.15020157381855;-8.625565951662672;41.149655942274386;-8.625848392092712;-8.625848392092712;-8.625565951662672;-8.625565951662672
